experiment,script,seed,topology,grid_x,grid_y,N,edges,avg_degree,avg_k_target,n_features,n_traits,t_max,isolated_nodes,initial_unique_cultures,final_unique_cultures,frozen_step,frozen
f_sweep,axelrod_f_sweep,194,lattice,10,10,100,180,3.6,4,3,5,200000,0,68,11,35900,True
f_sweep,axelrod_f_sweep,195,lattice,10,10,100,180,3.6,4,3,5,200000,0,72,3,68100,True
f_sweep,axelrod_f_sweep,196,lattice,10,10,100,180,3.6,4,3,5,200000,0,69,5,33800,True
f_sweep,axelrod_f_sweep,197,lattice,10,10,100,180,3.6,4,3,5,200000,0,74,1,93000,True
f_sweep,axelrod_f_sweep,198,lattice,10,10,100,180,3.6,4,3,5,200000,0,69,1,69300,True
f_sweep,axelrod_f_sweep,199,lattice,10,10,100,180,3.6,4,3,5,200000,0,68,6,82300,True
f_sweep,axelrod_f_sweep,0,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,75600,True
f_sweep,axelrod_f_sweep,1,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,68000,True
f_sweep,axelrod_f_sweep,2,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,61800,True
f_sweep,axelrod_f_sweep,3,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,2,32700,True
f_sweep,axelrod_f_sweep,4,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,49800,True
f_sweep,axelrod_f_sweep,5,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,65000,True
f_sweep,axelrod_f_sweep,6,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,45300,True
f_sweep,axelrod_f_sweep,7,lattice,10,10,100,180,3.6,4,5,5,200000,0,98,1,50900,True
f_sweep,axelrod_f_sweep,8,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,40700,True
f_sweep,axelrod_f_sweep,9,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,66000,True
f_sweep,axelrod_f_sweep,10,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,70000,True
f_sweep,axelrod_f_sweep,11,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,53000,True
f_sweep,axelrod_f_sweep,12,lattice,10,10,100,180,3.6,4,5,5,200000,0,98,1,79600,True
f_sweep,axelrod_f_sweep,13,lattice,10,10,100,180,3.6,4,5,5,200000,0,96,1,60100,True
f_sweep,axelrod_f_sweep,14,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,67800,True
f_sweep,axelrod_f_sweep,15,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,86900,True
f_sweep,axelrod_f_sweep,16,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,45600,True
f_sweep,axelrod_f_sweep,17,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,91900,True
f_sweep,axelrod_f_sweep,18,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,81200,True
f_sweep,axelrod_f_sweep,19,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,83300,True
f_sweep,axelrod_f_sweep,20,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,55600,True
f_sweep,axelrod_f_sweep,21,lattice,10,10,100,180,3.6,4,5,5,200000,0,97,1,78800,True
f_sweep,axelrod_f_sweep,22,lattice,10,10,100,180,3.6,4,5,5,200000,0,98,1,50700,True
f_sweep,axelrod_f_sweep,23,lattice,10,10,100,180,3.6,4,5,5,200000,0,98,1,88400,True
f_sweep,axelrod_f_sweep,24,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,67000,True
f_sweep,axelrod_f_sweep,25,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,62400,True
f_sweep,axelrod_f_sweep,26,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,108200,True
f_sweep,axelrod_f_sweep,27,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,76800,True
f_sweep,axelrod_f_sweep,28,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,53800,True
f_sweep,axelrod_f_sweep,29,lattice,10,10,100,180,3.6,4,5,5,200000,0,97,1,55600,True
f_sweep,axelrod_f_sweep,30,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,41700,True
f_sweep,axelrod_f_sweep,31,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,42200,True
f_sweep,axelrod_f_sweep,32,lattice,10,10,100,180,3.6,4,5,5,200000,0,96,1,50200,True
f_sweep,axelrod_f_sweep,33,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,59200,True
f_sweep,axelrod_f_sweep,34,lattice,10,10,100,180,3.6,4,5,5,200000,0,98,1,58800,True
f_sweep,axelrod_f_sweep,35,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,94800,True
f_sweep,axelrod_f_sweep,36,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,93300,True
f_sweep,axelrod_f_sweep,37,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,64400,True
f_sweep,axelrod_f_sweep,38,lattice,10,10,100,180,3.6,4,5,5,200000,0,100,1,42600,True
f_sweep,axelrod_f_sweep,39,lattice,10,10,100,180,3.6,4,5,5,200000,0,98,1,57200,True
f_sweep,axelrod_f_sweep,40,lattice,10,10,100,180,3.6,4,5,5,200000,0,98,1,74700,True
f_sweep,axelrod_f_sweep,41,lattice,10,10,100,180,3.6,4,5,5,200000,0,97,1,78200,True
f_sweep,axelrod_f_sweep,42,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,62600,True
f_sweep,axelrod_f_sweep,43,lattice,10,10,100,180,3.6,4,5,5,200000,0,99,1,68400,True
